taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Genome Size   * assembled	Gene Count   * assembled
2651869795	Archaea	Permanent Draft	Genome sequencing of polyextremophilic archaea of the family Ferroplasmaceae	Acidiplasma aeolicum VT	Research Institute for Physical-Chemical Medicine of Ministry of Public Health of Russian Federation	2651869795	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma aeolicum	1736658	1913
2660238813	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Euryarchaeota archaeon SCGC AC-312_N17 - v2 (unscreened)	DOE Joint Genome Institute (JGI)	2660238813	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon SCGC AC-312_N17	394220	402
2506783034	Archaea	Permanent Draft	"Hypersaline water microbial communities from Lake Tyrrell, Victoria, Australia"	Halophilic archaeon J07HB67 (version 2)	J. Craig Venter Institute (JCVI)	2506783034	Euryarchaeota	Halobacteria	Halobacteriales	unclassified	unclassified	halophilic archaeon J07HB67	2649547	2891
2537561866	Archaea	Permanent Draft	Halogranum salarium B-1	Halogranum salarium B-1	Korea Research Institute of Bioscience and Biotechnology	2537561866	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum	Halogranum salarium	4492306	4896
2667527214	Archaea	Permanent Draft	Haloterrigena saccharevitans AB14	Haloterrigena saccharevitans AB14 (Draft1)	National Chung Hsing University	2667527214	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena saccharevitans	3980616	3898
2721755428	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassfied Crenarchaeota DRTY7 bin_25_26	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2721755428	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	2060637	2478
2681813019	Archaea	Permanent Draft	Genome sequencing of Sulfolobus sp. JCM 16833	Sulfolobus sp. JCM 16833	University of Tokyo	2681813019	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp. JCM 16833	2514405	3193
2698536775	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Micrarchaeota archaeon_Me.Endo.bin.1	BGI-shenzhen	2698536775	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	993345	1070
2554235424	Archaea	Finished	Methanomassiliicoccus sp. Mx1-Issoire Genome sequencing	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	Universite d'Auvergne	2554235424	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis	1931651	1876
2651870211	Archaea	Draft	"Water column microbial communities from Red Sea, Saudi Arabia"	Nitrosopelagicus sp. REDSEA-S37_B6	King Abdullah University of Science and Technology	2651870211	Thaumarchaeota	unclassified	unclassified	unclassified	Candidatus Nitrosopelagicus	unclassified	880238	1233
2728369319	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Thermoplasmatales archaeon JdFR-43	DOE Joint Genome Institute (JGI)	2728369319	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon JdFR-43	1230939	1406
2627853753	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina siciliae C2J	"University of Illinois, Urbana-Champaign"	2627853753	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae	5427890	4798
2651870205	Archaea	Draft	"Water column microbial communities from Red Sea, Saudi Arabia"	Nitrosopelagicus sp. REDSEA-S08_B1	King Abdullah University of Science and Technology	2651870205	Thaumarchaeota	unclassified	unclassified	unclassified	Candidatus Nitrosopelagicus	unclassified	576825	873
2728369296	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Candidatus Bathyarchaeota archaeon JdFR-05	DOE Joint Genome Institute (JGI)	2728369296	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon JdFR-05	433479	571
2721755436	Archaea	Draft	"Metagenomics study of hot springs in Tengchong, Yunnan"	Unclassfied Crenarchaeota JZ bin_35	"Beijing Novogene Bioinformatics Technology Co., Ltd"	2721755436	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1282998	1450
2636416021	Archaea	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Natronorubrum texcoconense DSM 25211	DOE Joint Genome Institute (JGI)	2636416021	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum texcoconense	4641793	4573
2684622725	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_03	"University of Illinois, Urbana-Champaign"	2684622725	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2198578	2436
646564550	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Methanohalophilus mahii SLP, DSM 5219"	DOE Joint Genome Institute (JGI)	646564550	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	2012424	2095
2636416117	Archaea	Permanent Draft	Halorubrum saccharovorum strain:H3 Genome sequencing	Halorubrum saccharovorum H3	"The Institute of Cytology and Genetics, Siberian Branch of the Russian Academy of Sciences"	2636416117	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum saccharovorum	3282373	3873
2264867018	Archaea	Permanent Draft	Yellowstone Metagenome Project: Biological Metagenomics and Bio-inspired Energy	Crenarchaeota archaeon SCGC AAA261-N23 (unscreened)	DOE Joint Genome Institute (JGI)	2264867018	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA261-N23	1203892	1516
2681813414	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA385M02	King Abdullah University of Science and Technology	2681813414	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA385M02	137797	186
2681812919	Archaea	Permanent Draft	Genome sequencing of 100 strains of the haloalkaliphilic chemolithoautotrophic sulfur-oxidizing bacterium Thioalkalivibrio	Natronorubrum thiooxidans HArc-T	DOE Joint Genome Institute (JGI)	2681812919	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum thiooxidans	4209793	4345
2548876770	Archaea	Permanent Draft	"Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea"	Sulfolobus islandicus M.16.12	University of Illinois	2548876770	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2680814	3135
2698536782	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Parvarchaeota archaeon_FK.AMD.2014.bin.27	BGI-shenzhen	2698536782	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	749914	901
2639762712	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Marine Group I crenarchaeon SCGC AB-629-I23 - v2 (unscreened)	"DOE Joint Genome Institute (JGI), Bigelow Laboratory Single Cell Genomics Center (SCGC)"	2639762712	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC AB-629-I23	1045181	1282
2547132157	Archaea	Permanent Draft	Thermococcus zilligii AN1	Thermococcus zilligii AN1	Korea Research Institute of Bioscience and Biotechnology	2547132157	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus zilligii	1764559	1940
2657245605	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei YBB.H.M.1A.1	"University of Illinois, Urbana-Champaign"	2657245605	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4116536	3608
2571042357	Archaea	Draft	Thermoplasmata Bg1	Uncultured Thermoplasmata T3M75	Argonne National Laboratory	2571042357	Euryarchaeota	Thermoplasmata	unclassified	unclassified	unclassified	unclassified	1781977	1861
2731639213	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I.1a Thaumarchaeota archaeon SCGC AG-487_L18 (unscreened)	DOE Joint Genome Institute (JGI)	2731639213	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp.	966917	1306
2615840655	Archaea	Draft	Aarhus Bay single cells	Thermoplasmatales 190_A8 (unscreened)	Aarhus University	2615840655	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SCGC AB-539-C06	1064389	1193
2681812915	Archaea	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Haloterrigena daqingensis CGMCC 1.8909	DOE Joint Genome Institute (JGI)	2681812915	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena daqingensis	3830922	3887
2529293245	Archaea	Permanent Draft	Haloferax mediterranei ATCC 33500	Haloferax mediterranei R-4	"University of California, Davis"	2529293245	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	3894540	3902
2681813392	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA385D11	King Abdullah University of Science and Technology	2681813392	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA385D11	306358	382
2565956561	Archaea	Finished	Methanogenic Thermoplasmatales-affiliated Archaea	Thermoplasmatales archaeon BRNA1	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2565956561	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon BRNA1	1461105	1577
2518645582	Archaea	Permanent Draft	Methanomassiliicoccus luminyensis B10	Methanomassiliicoccus luminyensis B10	Aix-Marseille University	2518645582	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Methanomassiliicoccus luminyensis	2620233	2669
2540341082	Archaea	Finished	"Natronomonas moolapensis 8.8.11, DSM 18674"	"Natronomonas moolapensis 8.8.11, DSM 18674"	Max Planck Institute	2540341082	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas moolapensis	2912573	2897
2651870297	Archaea	Draft	"Water column microbial communities from Red Sea, Saudi Arabia"	Unclassified euryarchaeota (Marine Group II) REDSEA-S29_B8N9	King Abdullah University of Science and Technology	2651870297	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1103810	1244
2512875005	Archaea	Permanent Draft	"Hypersaline water microbial communities from Lake Tyrrell, Victoria, Australia"	Haloquadratum walsbyi J07HQW1 (version 2)	J. Craig Venter Institute (JCVI)	2512875005	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	3475501	3635
2554235479	Archaea	Permanent Draft	Haloarchaeal genomes	Haloarcula argentinensis DSM 12282	"University of California, Davis"	2554235479	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula argentinensis	4147107	4180
2708742561	Archaea	Draft	"Soil microbial communities from Rifle, Colorado, USA"	Candidatus Bathyarchaeota archaeon RBG_16_48_13	DOE Joint Genome Institute (JGI)	2708742561	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon RBG_16_48_13	848615	976
2527291509	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-B22 (contamination screened) (Combined_Assembly_pSL4_1__pSL4)	DOE Joint Genome Institute (JGI)	2527291509	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1180338	1370
638154514	Archaea	Finished	Pyrococcus abyssi GE5	Pyrococcus abyssi GE5	CEA Genoscope	638154514	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus abyssi	1768562	2051
2681813130	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 3.H.M.2.7	"University of Illinois, Urbana-Champaign"	2681813130	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	3994050	3477
2681813015	Archaea	Permanent Draft	Genome sequencing of Thermogymnomonas acidicola JCM 13583	Thermogymnomonas acidicola JCM 13583	University of Tokyo	2681813015	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	Thermogymnomonas	Thermogymnomonas acidicola	1742379	3288
2718217684	Archaea	Draft	"Sediment microbial communities from acid mine drainage of YongPing copper mine, JiangXi, China"	Unclassified Thaumarchaeota YP1_bin3	Sun Yat-Sen University	2718217684	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1528440	1739
2264867221	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon JGI 0000001-H6 (contamination screened) (GBS-A_001_118)	DOE Joint Genome Institute (JGI)	2264867221	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	198883	236
2681813120	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei 1.H.M.0.1	"University of Illinois, Urbana-Champaign"	2681813120	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4060306	3562
2554235489	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum kocurii JCM 14978	"University of California, Davis"	2554235489	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum kocurii	3619738	3480
2654587960	Archaea	Permanent Draft	"Marine sediment microbial communities from White Oak River estuary, North Carolina"	Crenarchaeota group-6 archaeon AD8-1	DOE Joint Genome Institute (JGI)	2654587960	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	miscellaneous Crenarchaeota group-6 archaeon AD8-1	1583813	1765
2547132069	Archaea	Permanent Draft	"Pan-genome of Methanobrevibacter smithii, in twins"	Methanobrevibacter smithii TS96A	Washington University in St. Louis	2547132069	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1975004	1901
2522572140	Archaea	Permanent Draft	"Hot spring microbial communities from Yellowstone National Park, US"	Geoarchaeota-NAG1-GT2-r02 (from OSP_C)	DOE Joint Genome Institute (JGI)	2522572140	Candidatus Geoarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	294548	371
2681813384	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA382A03	King Abdullah University of Science and Technology	2681813384	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA382A03	428287	512
2663763548	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AD-308-D05v2 (unscreened)	DOE Joint Genome Institute (JGI)	2663763548	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AD-308-D05	1024746	1329
2522572145	Archaea	Permanent Draft	"Hot spring microbial communities from Yellowstone National Park, US"	Thaumarchaeota-Tha-I.1d-r01 (from BED)	J. Craig Venter Institute (JCVI)	2522572145	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1532059	1242
646564534	Archaea	Finished	Comparative genomics of the Archaea	"Ferroglobus placidus AEDII12DO, DSM 10642"	DOE Joint Genome Institute (JGI)	646564534	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus	2196266	2622
2264867218	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-E14 (contamination screened) (GBS-N_001_10)	DOE Joint Genome Institute (JGI)	2264867218	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	482646	562
2642422561	Archaea	Permanent Draft	"Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA"	Methanolobus vulcani PL 12/M	DOE Joint Genome Institute (JGI)	2642422561	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus vulcani	2947907	2902
2597489945	Archaea	Finished	Salinarchaeum sp. Harcht-Bsk1 Genome sequencing	Salinarchaeum sp. Harcht-Bsk1	Baltic Federal University	2597489945	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Salinarchaeum	Salinarchaeum sp. Harcht-Bsk1	3255260	3139
2648501535	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AB-661-L21 (contamination screened)	DOE Joint Genome Institute (JGI)	2648501535	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AB-661-L21	180659	236
2528311097	Archaea	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Halalkalicoccus jeotgali B3, DSM 18796"	DOE Joint Genome Institute (JGI)	2528311097	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	3637498	3915
2513020047	Archaea	Finished	A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon	"Desulfurococcus fermentans Z-1312, DSM 16532"	DOE Joint Genome Institute (JGI)	2513020047	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus	1384116	1522
2630968663	Archaea	Permanent Draft	Genome sequencing of Halococcus sediminicola CBA1101	Halococcus sediminicola CBA1101	Korea Basic Science Institute (KBSI)	2630968663	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus sediminicola	3764367	3963
2684622739	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_14	"University of Illinois, Urbana-Champaign"	2684622739	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2238183	2462
2654587885	Archaea	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Halopenitus persicus IBRC10041	DOE Joint Genome Institute (JGI)	2654587885	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus persicus	3424491	3422
2684622838	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones (OMZs) of the northeastern subarctic Pacific Ocean (NESAP)	Thaumarchaeota archaeon SCGC AC-337_F14v2 (contamination screened)	DOE Joint Genome Institute (JGI)	2684622838	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-337_F14	482727	601
2708742545	Archaea	Draft	"Soil microbial communities from Rifle, Colorado, USA"	Euryarchaeota archaeon RBG_13_61_15	DOE Joint Genome Institute (JGI)	2708742545	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon RBG_13_61_15	1164805	1491
2645728132	Archaea	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	unclassified Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11 (unscreened)	DOE Joint Genome Institute (JGI)	2645728132	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon JGI MDM2 SSWsed-3-L11	898089	1039
2264265222	Archaea	Draft	"TA reactor biofilm Single Cells, Wen-Tso Liu (13 single cells)"	Euryarchaeota archaeon JGI 0000059-C15 (unscreened)	DOE Joint Genome Institute (JGI)	2264265222	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota archaeon JGI 0000059-C15	838107	1039
2667527222	Archaea	Draft	Cow rumen enrichment culture microbial communities from Austria	Methanomassiliicoccales archaeon RumEn M2	University of Vienna	2667527222	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	unclassified	unclassified	Methanomassiliicoccales archaeon RumEn M2	1280797	1419
2524614503	Archaea	Permanent Draft	"Hot spring microbial communities from Yellowstone National Park, US"	NAG2_mk4-r02 (from BED)		2524614503	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	1900662	2132
2502545036	Archaea	Permanent Draft	Candidatus Nitrosopumilus sp. (BD31)	Candidatus Nitrosopumilus sp. BD31 (assembly_A1_100119)	J. Craig Venter Institute (JCVI)	2502545036	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp.	1754298	2338
2728369331	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Archaeoglobus sp. JdFR-34	DOE Joint Genome Institute (JGI)	2728369331	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-34	1088064	1223
2627853861	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei S-6	"University of Illinois, Urbana-Champaign"	2627853861	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4142816	3625
2648501541	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AB-663-N18 (contamination screened)	DOE Joint Genome Institute (JGI)	2648501541	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AB-663-N18	188745	221
2593339206	Archaea	Permanent Draft	Rhizosphere Grand Challenge Single Cell Sequencing	Thaumarchaeota archaeum JGI 001001-B07	DOE Joint Genome Institute (JGI)	2593339206	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	848252	1049
2675903577	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 (MSBL1)	candidate divison MSBL1 archaeon SCGC-AAA259D18	King Abdullah University of Science and Technology	2675903577	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA259D18	382865	465
2502082094	Archaea	Permanent Draft	Uncultured Chlorobi bacterium Chlorobi5	uncultured halophilic archaeon J07A43 (unscreened)	"University of California, San Diego"	2502082094	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	unclassified	uncultured haloarchaeon	2084204	1738
2728369318	Archaea	Permanent Draft	"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field"	Methanomicrobia archaeon JdFR-19	DOE Joint Genome Institute (JGI)	2728369318	Euryarchaeota	Methanomicrobia	unclassified	unclassified	unclassified	Methanomicrobia archaeon JdFR-19	1288683	1595
2698536785	Archaea	Draft	"Acid mine drainage (AMD) solution archaeal communities from Fankou mine, Guangdong, China"	Parvarchaeota archaeon_TC.Endo.bin.23	BGI-shenzhen	2698536785	Candidatus Parvarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	758099	878
2706794887	Archaea	Permanent Draft	"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"	Methanohalophilus portucalensis FDF-1	DOE Joint Genome Institute (JGI)	2706794887	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis	2088894	2186
641228483	Archaea	Finished	Caldivirga maquilingensis IC-167	Caldivirga maquilingensis IC-167	DOE Joint Genome Institute (JGI)	641228483	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis	2077567	2011
2651870037	Archaea	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Euryarchaeota Bin 14	Argonne National Laboratory	2651870037	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1389909	1305
2660238053	Archaea	Permanent Draft	"Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA"	Methanosarcina mazei YBM.F.A.1B.4	"University of Illinois, Urbana-Champaign"	2660238053	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	4049355	3564
2731639190	Archaea	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Marine group I.1a Thaumarchaeota archaeon SCGC AG-485_G10 (unscreened)	DOE Joint Genome Institute (JGI)	2731639190	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	uncultured Candidatus Nitrosopumilus sp.	1014685	1312
2522125042	Archaea	Permanent Draft	"Hot spring microbial communities from Yellowstone National Park, US"	Thermoproteales-Type-2-TT2-r01 (from JCHS_4)	DOE Joint Genome Institute (JGI)	2522125042	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified	3079472	4010
2514885039	Archaea	Permanent Draft	Sulfolobales HSU1	Sulfolobales sp. HSU1	Axeq Technologies	2514885039	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified	2778274	10807
2506783051	Archaea	Draft	Genome sequencing of novel haloarchaea from Deep Lake: an extremely cold and hypersaline Antarctic lake	Halohasta litchfieldiae tADL	University of New South Wales	2506783051	Euryarchaeota	Halobacteria	Halobacteriales	unclassified	unclassified	halophilic archaeon True-ADL	3332022	3520
2651870041	Archaea	Permanent Draft	Marine microbial communities from the northern Gulf of Mexico hypoxic zone	unclassified Euryarchaeota Bin 17-1	Argonne National Laboratory	2651870041	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	538052	566
2554235495	Archaea	Permanent Draft	Haloarchaeal genomes	Halococcus saccharolyticus DSM 5350	"University of California, Davis"	2554235495	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus saccharolyticus	3449700	3489
2513237068	Archaea	Permanent Draft	Marine Group I crenarchaeote sp. SCGC	Marine Group I crenarchaeote sp. SCGC AAA007-N19 (unscreened)	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2513237068	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA007-N19	888323	1327
2630968656	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Sea's brine pools	Marine Group I thaumarchaeote RSA3 (unscreened)	King Abdullah University of Science and Technology	2630968656	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC RSA3	1851930	2459
