taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Genome Size   * assembled	Gene Count   * assembled
643692029	Bacteria	Finished	Nautilia profundicola AmH	Nautilia profundicola AmH	J. Craig Venter Institute JCVI	643692029	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	1676444	1788
642555138	Bacteria	Finished	Methylacidiphilum infernorum V4	Methylacidiphilum infernorum V4	University of Hawaii	642555138	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	2287145	2521
649633039	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Desulfurobacterium thermolithotrophum BSA, DSM 11699	DOE Joint Genome Institute JGI	649633039	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	1541968	1594
2524614646	Bacteria	Finished	Chthonomonas calidirosea T49	Chthonomonas calidirosea T49, DSM 23976 Chthonomonas calirisosea T49, DSM 23976	GNS Science	2524614646	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	3437861	2929
646311961	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermanaerovibrio acidaminovorans Su883, DSM 6589	DOE Joint Genome Institute JGI	646311961	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	1848474	1828
646564581	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermobispora bispora R51, DSM 43833	DOE Joint Genome Institute JGI	646564581	Actinobacteria	Actinobacteria	unclassified	unclassified	Thermobispora	4189976	3661
2513237181	Bacteria	Finished	Caldisericum exile AZM16c01	Caldisericum exile AZM16c01, NBRC 104410	National Institute of Technology and Evaluation	2513237181	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	1558103	1632
643348581	Bacteria	Finished	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio yellowstonii DSM 11347	J. Craig Venter Institute JCVI	643348581	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	2003803	2083
637000306	Bacteria	Finished	Symbiobacterium thermophilum IAM 14863	Symbiobacterium thermophilum IAM 14863	Kitasato University, National Institute of Infectious Diseases, Japan, Nihon University	637000306	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	3566135	3518
643692030	Bacteria	Finished	Persephonella marina EXH1	Persephonella marina EXH1	J. Craig Venter Institute JCVI	643692030	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	1983966	2095
642555132	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Hydrogenobaculum sp. Y04AAS1	DOE Joint Genome Institute JGI	642555132	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	1559514	1691
637000010	Bacteria	Finished	Aquifex aeolicus VF5	Aquifex aeolicus VF5	Verenium Corporation, University of Illinois, UrbanaChampaign	637000010	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	1590791	1613
2504756006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermodesulfobium narugense Na82, DSM 14796	DOE Joint Genome Institute JGI	2504756006	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	1898865	1910
646564579	Bacteria	Finished	DOEM_782007	Thermoanaerobacter italicus Ab9, DSM 9252	DOE Joint Genome Institute JGI	646564579	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2451061	2477
2554235387	Bacteria	Finished	Thermotoga maritima MSB8	Thermotoga maritima MSB8	University of California, San Diego	2554235387	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1869612	1943
2509601011	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Acetomicrobium mobile DSM 13181	DOE Joint Genome Institute JGI	2509601011	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	2160700	2109
637000248	Bacteria	Finished	Rubrobacter xylanophilus DSM 9941	Rubrobacter xylanophilus DSM 9941	DOE Joint Genome Institute JGI	637000248	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	3225748	3283
2511231187	Bacteria	Finished	Thermus sp. CCB_US3_UF1	Thermus sp. CCB_US3_UF1	University of Science, Malaysia	2511231187	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2263488	2333
2687453609	Bacteria	Finished	Thermotoga maritima Genome sequencing and assembly  University of Nebraska, Lincoln	Thermotoga maritima MSB8	University of Nebraska, Lincoln	2687453609	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1869610	1901
641228511	Bacteria	Finished	Thermotoga lettingae TMO	Pseudothermotoga lettingae TMO	DOE Joint Genome Institute JGI	641228511	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	2135342	2092
2505679071	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. SHO Final Finished Sequence	DOE Joint Genome Institute JGI	2505679071	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	1552607	1670
646564545	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Meiothermus ruber 21, DSM 1279	DOE Joint Genome Institute JGI	646564545	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Meiothermus	3097457	3105
637000166	Bacteria	Finished	Methylococcus capsulatus Bath	Methylococcus capsulatus Bath	J. Craig Venter Institute JCVI	637000166	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	3304561	3061
2516143124	Bacteria	Finished	Lebetimonas sequencing project  Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JH369	Marine Biological Laboratory	2516143124	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	1740444	1989
643348542	Bacteria	Finished	Dictyoglomus thermophilum H612, ATCC 35947	Dictyoglomus thermophilum H612, ATCC 35947	J. Craig Venter Institute JCVI	643348542	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	1959987	1964
637000073	Bacteria	Finished	Chlorobium tepidum TLS	Chlorobaculum tepidum TLS	J. Craig Venter Institute JCVI	637000073	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	2154946	2317
648028060	Bacteria	Finished	DOEM_782007	Thermoanaerobacterium thermosaccharolyticum DSM 571	DOE Joint Genome Institute JGI	648028060	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	2785752	2830
2512047038	Bacteria	Finished	Dairy adaptation of African Streptococcus infantarius	Streptococcus infantarius infantarius CJ18	GATCBiotech AG, Konstanz, Germany	2512047038	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2008249	1992
646311953	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Sphaerobacter thermophilus 4ac11, DSM 20745	DOE Joint Genome Institute JGI	646311953	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	3993764	3585
2519103102	Bacteria	Finished	Thermoanaerobacterium saccharolyticum JW/SLYS485	Thermoanaerobacterium saccharolyticum JW/SLYS485, DSM 8691	Oak Ridge National Laboratory	2519103102	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	2879349	2910
649633102	Bacteria	Finished	DOEM_782007	Thermoanaerobacter brockii finnii Ako1, DSM 3389	DOE Joint Genome Institute JGI	649633102	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2344824	2407
646564580	Bacteria	Finished	DOEM_782007	Thermoanaerobacter mathranii mathranii A3, DSM 11426	DOE Joint Genome Institute JGI	646564580	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2306092	2361
641522632	Bacteria	Finished	Heliobacterium modesticaldum Ice1	Heliobacterium modesticaldum Ice1	TGen, Arizona State University	641522632	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	3075407	3141
2504643006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Marinithermus hydrothermalis T1, DSM 14884	DOE Joint Genome Institute JGI	2504643006	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Marinithermus	2269167	2310
2516143121	Bacteria	Finished	Lebetimonas sequencing project  Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JS085	Marine Biological Laboratory	2516143121	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	1740329	1929
646564577	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Syntrophothermus lipocalidus DSM 12680	DOE Joint Genome Institute JGI	646564577	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	2405559	2440
637000302	Bacteria	Finished	Streptococcus thermophilus CNRZ1066	Streptococcus thermophilus CNRZ1066	Integrated Genomics	637000302	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1796226	2020
2511231141	Bacteria	Finished	Alicyclobacillus acidocaldarius acidocaldarius Tc41	Alicyclobacillus acidocaldarius acidocaldarius Tc41	Beijing Genomics Institute BGI	2511231141	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	3124048	3289
641228488	Bacteria	Finished	Deinococcus geothermalis Sequencing	Deinococcus geothermalis DSM 11300	DOE Joint Genome Institute JGI	641228488	DeinococcusThermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	3247018	3148
640069312	Bacteria	Finished	Geobacillus thermodenitrificans NG802	Geobacillus thermodenitrificans NG802	Nankai University	640069312	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3608012	3642
2588253728	Bacteria	Finished	Thermodesulfobacterium commune DSM 2178	Thermodesulfobacterium commune DSM 2178	J. Craig Venter Institute JCVI	2588253728	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	1764045	1503
640753026	Bacteria	Finished	Thermotogales	Fervidobacterium nodosum Rt17B1	DOE Joint Genome Institute JGI	640753026	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	1948941	1847
637000320	Bacteria	Finished	Thermosynechococcus elongatus BP1	Thermosynechococcus elongatus BP1	Kazusa DNA Research Institute	637000320	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Thermosynechococcus	2593857	2555
2512564091	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Desulfurella acetivorans A63, DSM 5264	DOE Joint Genome Institute JGI	2512564091	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	1819992	1875
2506783062	Bacteria	Finished	BESC Consolidated BioProcessing CBP candidates Transfer of Baton	Thermoanaerobacterium thermosaccharolyticum M0795	DOE Joint Genome Institute JGI	2506783062	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	2894276	2922
644736370	Bacteria	Finished	DOEM_782010	Geobacillus sp. WCH70	DOE Joint Genome Institute JGI	644736370	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3508804	3597
646862346	Bacteria	Finished	Streptomyces bingchenggensis BCW1	Streptomyces bingchenggensis BCW1	Beijing Genomics Institute BGI	646862346	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	11936683	10106
643348582	Bacteria	Finished	Thermomicrobium roseum DSM 5159	Thermomicrobium roseum DSM 5159	J. Craig Venter Institute JCVI	643348582	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	2920744	2901
643348583	Bacteria	Finished	Thermosipho africanus TCF52B	Thermosipho africanus TCF52B	Genome Canada	643348583	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	2016657	1968
2516143123	Bacteria	Finished	Lebetimonas sequencing project  Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JH292	Marine Biological Laboratory	2516143123	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Lebetimonas	1641000	1955
2508501069	Bacteria	Finished	Sequencing of five diverse xylan degraders	Thermobacillus composti KWC4, DSM 18247	DOE Joint Genome Institute JGI	2508501069	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	4355525	4120
642555165	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Sulfurihydrogenibium sp. YO3AOP1	DOE Joint Genome Institute JGI	642555165	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	1838442	1823
640427139	Bacteria	Finished	Chloroflexi, 7 species	Roseiflexus sp. RS1	DOE Joint Genome Institute JGI	640427139	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	5801598	4693
637000118	Bacteria	Finished	Geobacillus kaustophilus HTA426	Geobacillus kaustophilus HTA426	Japan Agency for MarineEarth Science and Technology	637000118	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3592666	3714
637000167	Bacteria	Finished	Moorella thermoacetica ATCC 39073	Moorella thermoacetica ATCC 39073	DOE Joint Genome Institute JGI	637000167	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	2628784	2634
2597490167	Bacteria	Finished	Bacillus sp. X12014 Genome sequencing	Bacillus sp. X12014	New England Biolabs	2597490167	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	3422674	3613
2540341047	Bacteria	Finished	Clostridium stercorarium subsp. stercorarium DSM 8532	Clostridium stercorarium stercorarium DSM 8532	Genome Quebec	2540341047	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	2969999	2611
644736404	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Saccharomonospora viridis P101, DSM 43017	DOE Joint Genome Institute JGI	644736404	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	4308349	3962
637000060	Bacteria	Finished	Carboxydothermus hydrogenoformans Z2901	Carboxydothermus hydrogenoformans Z2901	J. Craig Venter Institute JCVI	637000060	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	2401520	2738
2627853919	Bacteria	Finished	Thermoanaerobacter kivui	Thermoanaerobacter kivui DSM 2030	University of Gottingen	2627853919	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2397824	2546
2503508007	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Pseudothermotoga thermarum DSM 5069	DOE Joint Genome Institute JGI	2503508007	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	2039943	2066
2597490147	Bacteria	Finished	Geobacillus stearothermophilus NUB3621 Genome sequencing	Parageobacillus genomosp. 1 NUB3621	Emory University	2597490147	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	3622285	3739
650377953	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Hydrogenobacter thermophilus TK6, DSM 6534	DOE Joint Genome Institute JGI	650377953	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	1742932	1948
640427150	Bacteria	Finished	Thermotogales	Thermotoga petrophila RKU1	DOE Joint Genome Institute JGI	640427150	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1823511	1865
646564578	Bacteria	Finished	Extremophiles	Thermincola potens JR	DOE Joint Genome Institute JGI	646564578	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	3157416	3081
2505679077	Bacteria	Finished	Compost FeedstockAdapted Isolates	Thermus thermophilus SG0.5JP1716	DOE Joint Genome Institute JGI	2505679077	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2303227	2488
649633025	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor owensensis OL	DOE Joint Genome Institute JGI	649633025	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2428903	2322
2508501120	Bacteria	Finished	Protein structure adaptations and genome stability as reflected by species of the Thermotogales	Marinitoga piezophila KA3	DOE Joint Genome Institute JGI	2508501120	Thermotogae	Thermotogae	Petrotogales	unclassified	Marinitoga	2244793	2131
640753056	Bacteria	Finished	Sulfurovum sp. NBC371	Sulfurovum sp. NBC371	Japan Agency for MarineEarth Science and Technology	640753056	Proteobacteria	Epsilonproteobacteria	unclassified	unclassified	Sulfurovum	2562277	2525
646311964	Bacteria	Finished	Thermotogales	Thermotoga naphthophila RKU10	DOE Joint Genome Institute JGI	646311964	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1809823	1867
646311936	Bacteria	Finished	Hydrogenobacter thermophilus TK6, DSM 6534	Hydrogenobacter thermophilus TK6, DSM 6534	University of Tokyo	646311936	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	1743135	1941
649633101	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermaerobacter marianensis 7p75a, DSM 12885	DOE Joint Genome Institute JGI	649633101	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	2844696	2435
644736325	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Alicyclobacillus acidocaldarius acidocaldarius 104IA, DSM 446	DOE Joint Genome Institute JGI	644736325	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	3205686	3235
2512047033	Bacteria	Finished	Chloracidobacterium thermophilum B	Chloracidobacterium thermophilum B	Pennsylvania State University	2512047033	Acidobacteria	Blastocatellia	unclassified	unclassified	Chloracidobacterium	3695372	3103
2718218154	Bacteria	Finished	Caldithrix abyssi DSM 13497 LF13 Genome sequencing	Caldithrix abyssi LF13, DSM 13497	Winogradsky Institute of Microbiology	2718218154	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix	4978541	3855
640069309	Bacteria	Finished	Clostridium thermocellum ATCC 27405	Ruminiclostridium thermocellum ATCC 27405	DOE Joint Genome Institute JGI	640069309	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	3843301	3335
640753057	Bacteria	Finished	Thermotogales	Thermosipho melanesiensis BI429	DOE Joint Genome Institute JGI	640753057	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	1915238	1998
2511231121	Bacteria	Finished	Geobacillus thermoleovorans CCB_US3_UF5	Geobacillus thermoleovorans CCB_US3_UF5	University of Science, Malaysia	2511231121	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3596620	3996
2519103198	Bacteria	Finished	Geobacillus sp. GHH01	Geobacillus sp. GHH01	Goettingen Genomics Laboratory	2519103198	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	3583134	3577
637000313	Bacteria	Finished	Hot spring microbial mat cyanobacterial strain	Synechococcus sp. JA33Ab	J. Craig Venter Institute JCVI	637000313	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	2932766	2900
2504756058	Bacteria	Finished	DOEM_782007	Thermoanaerobacter wiegelii Rt8.B1	DOE Joint Genome Institute JGI	2504756058	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2785056	2888
2507262051	Bacteria	Finished	Clostridium clariflavum DSM 19732	Clostridium clariflavum EBR 45, DSM 19732	DOE Joint Genome Institute JGI	2507262051	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	4897678	4229
2505119042	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermodesulfatator indicus CIR29812, DSM 15286	DOE Joint Genome Institute JGI	2505119042	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	2322224	2291
648028059	Bacteria	Finished	DOEM_782007	Thermoanaerobacter sp. X513	DOE Joint Genome Institute JGI	648028059	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	2456520	2534
646311904	Bacteria	Finished	Ammonifex degensii KC4 Proposal  CSP2006060510	Ammonifex degensii KC4	DOE Joint Genome Institute JGI	646311904	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	2157067	2239
640753047	Bacteria	Finished	Chloroflexi, 7 species	Roseiflexus castenholzii HLO8, DSM 13941	DOE Joint Genome Institute JGI	640753047	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	5723298	4509
2506381022	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Spirochaeta thermophila Z1203, DSM 6578	DOE Joint Genome Institute JGI	2506381022	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	2560222	2350
2507149014	Bacteria	Finished	Protein structure adaptations and genome stability as reflected by species of the Thermotogales	Fervidobacterium pennivorans Ven 5, DSM 9078	DOE Joint Genome Institute JGI	2507149014	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	2166381	2063
637000318	Bacteria	Finished	Thermoanaerobacter tengcongensis MB4T	Caldanaerobacter subterraneus tengcongensis MB4T	Beijing Genomics Institute BGI, Chinese Academy of Science, Institute of Microbiology	637000318	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	2689445	2719
2504136000	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Hippea maritima MH2, DSM 10411	DOE Joint Genome Institute JGI	2504136000	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	1694430	1780
643348584	Bacteria	Finished	Thermotoga neapolitana DSM 4359	Thermotoga neapolitana DSM 4359	Geno Technology Inc.	643348584	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	1884562	1988
649633077	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Oceanithermus profundus 506, DSM 14977	DOE Joint Genome Institute JGI	649633077	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Oceanithermus	2439291	2445
643348530	Bacteria	Finished	Coprothermobacter proteolyticus DSM 5265	Coprothermobacter proteolyticus DSM 5265	J. Craig Venter Institute JCVI	643348530	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	1424912	1535
643348527	Bacteria	Finished	Chloroflexi, 7 species	Chloroflexus aggregans DSM 9485	DOE Joint Genome Institute JGI	643348527	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	4684931	3895
639633001	Bacteria	Finished	Acidothermus cellulolyticus	Acidothermus cellulolyticus 11B	DOE Joint Genome Institute JGI	639633001	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	2443540	2229
646564582	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermocrinis albus HI 11/12, DSM 14484	DOE Joint Genome Institute JGI	646564582	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	1500577	1651
643692050	Bacteria	Finished	Sulfurihydrogenibium azorense AzFu1	Sulfurihydrogenibium azorense AzFu1	J. Craig Venter Institute JCVI	643692050	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	1640877	1768
2521172702	Bacteria	Finished	Thermacetogenium phaeum DSM 12270	Thermacetogenium phaeum PB, DSM 12270	Goettingen Genomics Laboratory	2521172702	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	2939057	2883
648028013	Bacteria	Finished	Caldicellulosiruptor sp. OB47	Caldicellulosiruptor obsidiansis OB47	DOE Joint Genome Institute JGI	648028013	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2532343	2389
646564586	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Truepera radiovictrix RQ24, DSM 17093	DOE Joint Genome Institute JGI	646564586	DeinococcusThermus	Deinococci	Deinococcales	Trueperaceae	Truepera	3260398	3046
2540341085	Bacteria	Finished	Caldilinea aerophila STL6O1	Caldilinea aerophila STL6O1, DSM 14535	National Institute of Technology and Evaluation	2540341085	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	5144873	4173
646311963	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Thermomonospora curvata DSM 43183	DOE Joint Genome Institute JGI	646311963	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	5639016	5061
649633023	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor kristjanssonii 177R1B, DSM 12137	DOE Joint Genome Institute JGI	649633023	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2802443	2707
2506520012	Bacteria	Finished	Complete genome sequence of a novel hyperthermophilic sulfatereducing bacterium, Thermodesulfobacterium sp. OPB45	Thermodesulfobacterium geofontis OPF15	DOE Joint Genome Institute JGI	2506520012	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	1634377	1686
641228500	Bacteria	Finished	Thermotogales	Petrotoga mobilis SJ95	DOE Joint Genome Institute JGI	641228500	Thermotogae	Thermotogae	Petrotogales	unclassified	Petrotoga	2169548	2012
643692002	Bacteria	Finished	Anaerocellum thermophilum	Caldicellulosiruptor bescii Z1320, DSM 6725	DOE Joint Genome Institute JGI	643692002	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	2931662	2832
2508501045	Bacteria	Finished	Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi	Thermus oshimai JL2	DOE Joint Genome Institute JGI	2508501045	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2401329	2548
2558309119	Bacteria	Finished	Thermotoga hypogea NBRC 106472	Pseudothermotoga hypogea NBRC 106472	National Institute of Technology and Evaluation	2558309119	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	2165166	2148
646311949	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Rhodothermus marinus R10, DSM 4252	DOE Joint Genome Institute JGI	646311949	Bacteroidetes	Cytophagia	Rhodothermales	Rhodothermaceae	Rhodothermus	3386737	2965
649633105	Bacteria	Finished	Thermus scotoductus SA01, ATCC 700910	Thermus scotoductus SA01, ATCC 700910	University of Gottingen	649633105	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Thermus	2355186	2514
2660238162	Bacteria	Finished	Clostridium thermocellum AD2	Ruminiclostridium thermocellum AD2	Oak Ridge National Laboratory	2660238162	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	3554854	3135
