RefSoil.ID	Phylum	Class	Order	Family	Genus	Species	RefSoil	Aggregate	Size
1098	RefSoil_257	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	RefSoil	Genome.P	5325729
1099	RefSoil_258	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	RefSoil	Genome.P	5079002
1100	RefSoil_259	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia tasmaniensis	RefSoil	Genome.P	4067864
1101	RefSoil_26	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	RefSoil	Genome.P	3085740
1102	RefSoil_260	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium populi	RefSoil	Genome.P	5848997
1103	RefSoil_261	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium		RefSoil	Genome.P	1838442
1104	RefSoil_262	Verrucomicrobia		Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	RefSoil	Genome.P	2287145
1105	RefSoil_263	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi	RefSoil	Genome.P	3994874
1106	RefSoil_264	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira biflexa	RefSoil	Genome.P	3956089
1107	RefSoil_265	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	RefSoil	Genome.P	4851126
1108	RefSoil_266	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	RefSoil	Genome.P	6448048
1109	RefSoil_267	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio japonicus	RefSoil	Genome.P	4576573
1110	RefSoil_268	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	RefSoil	Genome.P	5744041
1111	RefSoil_269	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	RefSoil	Genome.P	4573969
1112	RefSoil_27	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	RefSoil	Genome.P	5751492
1113	RefSoil_270	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	5007719
1114	RefSoil_271	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4983515
1115	RefSoil_272	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4823887
1116	RefSoil_273	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		RefSoil	Genome.P	5061632
1117	RefSoil_274	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter bemidjiensis	RefSoil	Genome.P	4615150
1118	RefSoil_275	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4836638
1119	RefSoil_276	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	RefSoil	Genome.P	4917459
1120	RefSoil_277	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	RefSoil	Genome.P	3914947
1121	RefSoil_278	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	RefSoil	Genome.P	6872702
1122	RefSoil_279	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5599857
1123	RefSoil_28	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	RefSoil	Genome.P	4096345
1124	RefSoil_280	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2976212
1125	RefSoil_281	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera		RefSoil	Genome.P	4574586
1126	RefSoil_282	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris	RefSoil	Genome.P	4305430
1127	RefSoil_283	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5419036
1128	RefSoil_284	Cyanobacteria		Chroococcales		Cyanothece		RefSoil	Genome.P	4787694
1129	RefSoil_285	Cyanobacteria		Chroococcales		Cyanothece		RefSoil	Genome.P	6554169
1130	RefSoil_286	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	RefSoil	Genome.P	6180732
1131	RefSoil_287	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	RefSoil	Genome.P	2982397
1132	RefSoil_288	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	RefSoil	Genome.P	4040304
1133	RefSoil_289	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	RefSoil	Genome.P	6601757
1134	RefSoil_29	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris	RefSoil	Genome.P	5076188
1135	RefSoil_290	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5736823
1136	RefSoil_291	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5588834
1137	RefSoil_292	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	RefSoil	Genome.P	5279134
1138	RefSoil_293	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris	RefSoil	Genome.P	2922917
1139	RefSoil_294	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	RefSoil	Genome.P	3955303
1140	RefSoil_295	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	[Haemophilus] parasuis	RefSoil	Genome.P	2269156
1141	RefSoil_296	Cyanobacteria		Chroococcales		Cyanothece		RefSoil	Genome.P	5786110
1142	RefSoil_297	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus	RefSoil	Genome.P	4980870
1143	RefSoil_298	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	RefSoil	Genome.P	5029329
1144	RefSoil_299	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans	RefSoil	Genome.P	8839022
1145	RefSoil_3	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	RefSoil	Genome.P	4215606
1146	RefSoil_30	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5432652
1147	RefSoil_300	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] cellulolyticum	RefSoil	Genome.P	4068724
1148	RefSoil_301	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	RefSoil	Genome.P	4711139
1149	RefSoil_302	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5506207
1150	RefSoil_303	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii	RefSoil	Genome.P	4304501
1151	RefSoil_304	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	RefSoil	Genome.P	7273300
1152	RefSoil_305	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium vitis	RefSoil	Genome.P	6320946
1153	RefSoil_306	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus	RefSoil	Genome.P	3796573
1154	RefSoil_307	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	RefSoil	Genome.P	1852352
1155	RefSoil_308	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari	RefSoil	Genome.P	1571661
1156	RefSoil_309	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bovis	RefSoil	Genome.P	4371711
1157	RefSoil_31	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5227293
1158	RefSoil_310	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	RefSoil	Genome.P	4072846
1159	RefSoil_311	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	RefSoil	Genome.P	1640877
1160	RefSoil_312	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	RefSoil	Genome.P	5449308
1161	RefSoil_313	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum	RefSoil	Genome.P	4127356
1162	RefSoil_314	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2912690
1163	RefSoil_315	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca	RefSoil	Genome.P	4636964
1164	RefSoil_316	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	RefSoil	Genome.P	6296436
1165	RefSoil_317	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	RefSoil	Genome.P	8834939
1166	RefSoil_318	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	RefSoil	Genome.P	3855329
1167	RefSoil_319	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	RefSoil	Genome.P	5365318
1168	RefSoil_32	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens	RefSoil	Genome.P	7074893
1169	RefSoil_320	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	RefSoil	Genome.P	4155278
1170	RefSoil_321	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	RefSoil	Genome.P	2692402
1171	RefSoil_322	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	RefSoil	Genome.P	4257769
1172	RefSoil_323	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	RefSoil	Genome.P	5503926
1173	RefSoil_324	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	RefSoil	Genome.P	6722539
1174	RefSoil_325	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae	RefSoil	Genome.P	4669183
1175	RefSoil_326	Firmicutes	Bacilli	Bacillales		Exiguobacterium		RefSoil	Genome.P	2999895
1176	RefSoil_327	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae	RefSoil	Genome.P	7284636
1177	RefSoil_328	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	RefSoil	Genome.P	2586647
1178	RefSoil_329	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	RefSoil	Genome.P	5472672
1179	RefSoil_33	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	RefSoil	Genome.P	3630528
1180	RefSoil_330	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens	RefSoil	Genome.P	2831389
1181	RefSoil_331	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	RefSoil	Genome.P	6754997
1182	RefSoil_332	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus	RefSoil	Genome.P	5315620
1183	RefSoil_333	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	RefSoil	Genome.P	2501097
1184	RefSoil_334	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	RefSoil	Genome.P	7418122
1185	RefSoil_335	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	RefSoil	Genome.P	5685358
1186	RefSoil_336	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio salexigens	RefSoil	Genome.P	4289847
1187	RefSoil_337	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	RefSoil	Genome.P	4862913
1188	RefSoil_338	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter		RefSoil	Genome.P	4745806
1189	RefSoil_339	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	4570938
1190	RefSoil_34	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira interrogans	RefSoil	Genome.P	4698134
1191	RefSoil_340	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	4629812
1192	RefSoil_341	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	4558953
1193	RefSoil_342	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	RefSoil	Genome.P	6123851
1194	RefSoil_343	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	RefSoil	Genome.P	2145295
1195	RefSoil_344	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus	RefSoil	Genome.P	5167383
1196	RefSoil_345	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			RefSoil	Genome.P	2768102
1197	RefSoil_347	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella microti	RefSoil	Genome.P	3337369
1198	RefSoil_348	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	RefSoil	Genome.P	10467782
1199	RefSoil_349	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	RefSoil	Genome.P	9127347
1200	RefSoil_35	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	RefSoil	Genome.P	5131424
1201	RefSoil_350	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis	RefSoil	Genome.P	4308349
1202	RefSoil_351	Cyanobacteria		Chroococcales		Cyanothece		RefSoil	Genome.P	4803347
1203	RefSoil_352	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium baculatum	RefSoil	Genome.P	3942657
1204	RefSoil_353	Proteobacteria	Betaproteobacteria			Candidatus Accumulibacter	Candidatus Accumulibacter phosphatis	RefSoil	Genome.P	5306133
1205	RefSoil_354	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium	Halomicrobium mukohataei	RefSoil	Genome.P	3332349
1206	RefSoil_355	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	RefSoil	Genome.P	3340249
1207	RefSoil_356	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	RefSoil	Genome.P	2223520
1208	RefSoil_357	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium wasabiae	RefSoil	Genome.P	5063892
1209	RefSoil_358	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	RefSoil	Genome.P	5373644
1210	RefSoil_359	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	RefSoil	Genome.P	5639016
1211	RefSoil_36	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens	RefSoil	Genome.P	3219505
1212	RefSoil_360	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum deleyianum	RefSoil	Genome.P	2306351
1213	RefSoil_361	Terrabacteria_group				Thermobaculum	Thermobaculum terrenum	RefSoil	Genome.P	3101581
1214	RefSoil_362	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica	RefSoil	Genome.P	3831380
1215	RefSoil_363	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1413462
1216	RefSoil_364	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya zeae	RefSoil	Genome.P	4818394
1217	RefSoil_365	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum	RefSoil	Genome.P	10369518
1218	RefSoil_366	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas albilineans	RefSoil	Genome.P	3852299
1219	RefSoil_367	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	RefSoil	Genome.P	7579488
1220	RefSoil_368	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica	RefSoil	Genome.P	5440782
1221	RefSoil_369	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	3109678
1222	RefSoil_37	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium diazoefficiens	RefSoil	Genome.P	9105828
1223	RefSoil_370	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	RefSoil	Genome.P	2999054
1224	RefSoil_371	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudofirmus	RefSoil	Genome.P	4249248
1225	RefSoil_372	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	RefSoil	Genome.P	5458505
1226	RefSoil_373	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	RefSoil	Genome.P	7599738
1227	RefSoil_374	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	RefSoil	Genome.P	4149158
1228	RefSoil_375	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	RefSoil	Genome.P	1360154
1229	RefSoil_376	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria seeligeri	RefSoil	Genome.P	2797636
1230	RefSoil_377	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus bovienii	RefSoil	Genome.P	4225498
1231	RefSoil_378	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus	RefSoil	Genome.P	2451061
1232	RefSoil_379	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	RefSoil	Genome.P	10148695
1233	RefSoil_38	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	RefSoil	Genome.P	5064019
1234	RefSoil_380	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	RefSoil	Genome.P	5452353
1235	RefSoil_381	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	Denitrovibrio acetiphilus	RefSoil	Genome.P	3222077
1236	RefSoil_382	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis	RefSoil	Genome.P	6841557
1237	RefSoil_383	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	RefSoil	Genome.P	3833832
1238	RefSoil_384	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	RefSoil	Genome.P	4012900
1239	RefSoil_385	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	RefSoil	Genome.P	3905604
1240	RefSoil_386	Cyanobacteria		Nostocales	Nostocaceae	Anabaena	Anabaena variabilis	RefSoil	Genome.P	7142903
1241	RefSoil_387	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	RefSoil	Genome.P	2012424
1242	RefSoil_388	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium japonicum	RefSoil	Genome.P	4424862
1243	RefSoil_389	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	RefSoil	Genome.P	5523192
1244	RefSoil_39	Actinobacteria	Actinobacteria	Micrococcales		Tropheryma	Tropheryma whipplei	RefSoil	Genome.P	925938
1245	RefSoil_390	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter capsulatus	RefSoil	Genome.P	3871920
1246	RefSoil_391	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter segnis	RefSoil	Genome.P	4655622
1247	RefSoil_392	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	RefSoil	Genome.P	5097447
1248	RefSoil_393	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		RefSoil	Genome.P	7884858
1249	RefSoil_394	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	RefSoil	Genome.P	3516334
1250	RefSoil_395	Proteobacteria	Betaproteobacteria	Burkholderiales		Thiomonas		RefSoil	Genome.P	3785534
1251	RefSoil_396	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	RefSoil	Genome.P	4123179
1252	RefSoil_397	Proteobacteria	Betaproteobacteria	Burkholderiales		Thiomonas	Thiomonas intermedia	RefSoil	Genome.P	3462095
1253	RefSoil_398	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella paurometabola	RefSoil	Genome.P	4479724
1254	RefSoil_399	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter nitrofigilis	RefSoil	Genome.P	3192235
1255	RefSoil_4	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	RefSoil	Genome.P	3284156
1256	RefSoil_40	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	RefSoil	Genome.P	2521148
1257	RefSoil_400	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	RefSoil	Genome.P	5643051
1258	RefSoil_401	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei	RefSoil	Genome.P	6543312
1259	RefSoil_402	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	RefSoil	Genome.P	2616384
1260	RefSoil_403	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya novella	RefSoil	Genome.P	4765023
1261	RefSoil_404	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus nematophila	RefSoil	Genome.P	4587917
1262	RefSoil_405	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans	RefSoil	Genome.P	4152543
1263	RefSoil_406	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	3417386
1264	RefSoil_407	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	RefSoil	Genome.P	5605618
1265	RefSoil_408	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium denitrificans	RefSoil	Genome.P	3638969
1266	RefSoil_409	Chloroflexi	Dehalococcoidia			Dehalogenimonas	Dehalogenimonas lykanthroporepellens	RefSoil	Genome.P	1686510
1267	RefSoil_41	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani	RefSoil	Genome.P	2873333
1268	RefSoil_410	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc gelidum	RefSoil	Genome.P	1954080
1269	RefSoil_411	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ljungdahlii	RefSoil	Genome.P	4630065
1270	RefSoil_412	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli	RefSoil	Genome.P	2586443
1271	RefSoil_413	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta smaragdinae	RefSoil	Genome.P	4653970
1272	RefSoil_414	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii	RefSoil	Genome.P	3655731
