taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Genome Size   * assembled	Gene Count   * assembled
2636415933	Bacteria	Finished	Burkholderia sequencing  Los Alamos National Laboratory	Burkholderia multivorans CEPA002, ATCC BAA247	Los Alamos National Laboratory	2636415933	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	6322746	5700
650377911	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Bacteroides xylanisolvens XB1A	Wellcome Trust Sanger Institute	650377911	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	5976145	4466
2645727850	Bacteria	Finished	Aggregatibacter actinomycetemcomitans HK1651 genome sequencing  University of Washington	Aggregatibacter actinomycetemcomitans HK1651	Herman Ostrow School of Dentistry, University of Southern California, Bumgarner laboratory, Department of Microbiology, University of Washington	2645727850	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	2105380	2095
2561511166	Bacteria	Finished	Xanthomonas citri citri	Xanthomonas citri citri Aw	University of Florida	2561511166	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	5398685	4820
639633049	Bacteria	Finished	Lactic Acid Bacteria	Pediococcus pentosaceus ATCC 25745	Fidelity Systems Inc, DOE Joint Genome Institute JGI	639633049	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	1832387	1843
651053022	Bacteria	Finished	Escherichia coli NA114	Escherichia coli NA114	University of Hyderabad	651053022	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	4935241	4944
637000333	Bacteria	Finished	Vibrio cholerae O1 bv El Tor, N16961	Vibrio cholerae sv. O1 bv. El Tor N16961	J. Craig Venter Institute JCVI	637000333	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	4033464	3998
2547132233	Bacteria	Finished	Comparative genomics of prevaccination and modern Bordetella pertussis strains	Bordetella pertussis B1917	Netherlands National Institute for Public Health and the Environment RIVM	2547132233	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	3730959	3999
637000297	Bacteria	Finished	Molecular genetic anatomy of inter and intraserotype variation in the human bacterial pathogen group A Streptococcus	Streptococcus pyogenes sv. M1 MGAS5005	Integrated Genomics	637000297	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1838554	1969
646311940	Bacteria	Finished	Lactococcus lactis lactis KF147	Lactococcus lactis lactis KF147	GATCBiotech AG, Konstanz, Germany	646311940	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	2635654	2560
641228486	Bacteria	Finished	Clostridium phytofermentans ISDg ATCC 700394	Lachnoclostridium phytofermentans ISDg	DOE Joint Genome Institute JGI	641228486	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	4847594	3991
643348577	Bacteria	Finished	Streptococcus pyogenes M49, NZ131	Streptococcus pyogenes sv. M49 NZ131	Washington University in St. Louis	643348577	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1815785	1784
650377928	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Enterobacter cloacae cloacae NCTC 9394	Wellcome Trust Sanger Institute	650377928	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	4908759	3797
646564558	Bacteria	Finished	Pantoea ananatis LMG 20103	Pantoea ananatis LMG 20103	University of Pretoria	646564558	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	4690298	4340
2511231155	Bacteria	Finished	Acinetobacter baumannii MDRZJ06	Acinetobacter baumannii MDRZJ06	Zhejiang University	2511231155	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	4011434	3975
640427103	Bacteria	Finished	Bradyrhizobium sp. strain	Bradyrhizobium sp. BTAi1	DOE Joint Genome Institute JGI	640427103	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	8493513	7819
637000294	Bacteria	Finished	Molecular genetic anatomy of inter and intraserotype variation in the human bacterial pathogen group A Streptococcus	Streptococcus pyogenes sv. M4 MGAS10750	Integrated Genomics, Lab of Human Bacterial Pathogenesis, Rocky Mountain Laboratories	637000294	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1937111	2085
639279302	Bacteria	Finished	Agrobacterium tumefaciens C58UWash	Agrobacterium tumefaciens C58UWash	Cereon Genomics	639279302	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	5674064	5491
2510065042	Bacteria	Finished	Roseobacter litoralis Och 149	Roseobacter litoralis Och 149	J. Craig Venter Institute JCVI	2510065042	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	4745450	4577
646564565	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Sanguibacter keddieii ST74, DSM 10542	DOE Joint Genome Institute JGI	646564565	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	4253413	3800
2504643031	Bacteria	Finished	Francisella tularensis holarctica FSC200	Francisella tularensis holarctica FSC200	University of Washington	2504643031	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	1894157	2139
2511231130	Bacteria	Finished	Mycobacterium tuberculosis sequencing Broad Institute	Mycobacterium tuberculosis CTRI2	Research Institute for PhysicalChemical Medicine of Ministry of Public Health of Russian Federation	2511231130	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	4398525	3994
641522617	Bacteria	Finished	WFOLANL Proposal	Clostridium botulinum sv. A BoNT/A3 Loch Maree	DOE Joint Genome Institute JGI, Los Alamos National Laboratory	641522617	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	4259691	4092
2554235311	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Fusobacterium nucleatum subsp. animalis 4_8	Broad Institute	2554235311	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	2261267	2168
651053032	Bacteria	Finished	Evolution in an oncogenic bacterial species with extreme genome plasticity	Helicobacter pylori F16	University of Tokyo	651053032	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	1575399	1542
2588253751	Bacteria	Finished	Terribacillus aidingensis strain:MP602 Genome sequencing	Terribacillus aidingensis MP602	Zhejiang Agriculture and Forestry University	2588253751	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	3577082	3311
649633099	Bacteria	Finished	Taylorella equigenitalis MCE9	Taylorella equigenitalis MCE9	French Agency for Food, Environmental and Occupational Health and Safety	649633099	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	1695860	1603
649633043	Bacteria	Finished	DOEM_782007	Ethanoligenens harbinense YUAN3T, DSM 18485	DOE Joint Genome Institute JGI	649633043	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	3008576	2874
637000238	Bacteria	Finished	Rhodopseudomonas palustris, 4 strains	Rhodopseudomonas palustris BisB5	DOE Joint Genome Institute JGI	637000238	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	4892717	4501
642555134	Bacteria	Finished	Lactobacillus casei casei BL23	Lactobacillus casei casei BL23	Centre National de la Recherche Scientifique CNRS	642555134	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	3079196	3105
2506783064	Bacteria	Finished	Desulfovibrio Sequencing	Sulfurospirillum barnesii SES3	DOE Joint Genome Institute JGI	2506783064	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	2510109	2565
644736393	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Nakamurella multipartita Y104, DSM 44233	DOE Joint Genome Institute JGI	644736393	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	6060298	5471
2773857866	Bacteria	Finished	Bacteroides caccae, Blautia hansenii, and Clostridium bolteae sequencing	Blautia hansenii DSM 20583	University of North Carolina, Chapel Hill	2773857866	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	3065949	3059
2636415607	Bacteria	Finished	Complete Genome sequencing and assembly of Yersinia strains for phylogenetic analysis and development of detection assays	Yersinia pestis Angola	Los Alamos National Laboratory	2636415607	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	4674610	4465
644736397	Bacteria	Finished	Phytopathogenic Enterobacteria	Pectobacterium carotovorum carotovorum PC1	DOE Joint Genome Institute JGI	644736397	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	4862913	4395
637000033	Bacteria	Finished	Bordetella parapertussis 12822	Bordetella parapertussis 12822	Wellcome Trust Sanger Institute	637000033	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	4773551	4447
2503538020	Bacteria	Finished	GEBAPCC	Geitlerinema sp. PCC 7407	DOE Joint Genome Institute JGI	2503538020	Cyanobacteria	unclassified	Oscillatoriales	Coleofasciculaceae	Geitlerinema	4681111	3913
650716068	Bacteria	Finished	Novosphingobium sp. PP1Y	Novosphingobium sp. PP1Y	Ceinge Biotecnologie Avanzate S. C. a R. L.	650716068	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	5313905	4731
2503754019	Bacteria	Finished	GEBAPCC	Stanieria cyanosphaera PCC 7437	DOE Joint Genome Institute JGI	2503754019	Cyanobacteria	unclassified	Pleurocapsales	Dermocarpellaceae	Stanieria	5544990	5041
2558860178	Bacteria	Finished	Leuconostoc mesenteroides cremoris KFRIMG	Leuconostoc mesenteroides KFRIMG	Macrogen	2558860178	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	1896413	1901
640753046	Bacteria	Finished	Rickettsia rickettsii Sheila Smith	Rickettsia rickettsii Sheila Smith	Institute for Systems Biology, University of Iowa	640753046	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	1257710	1382
640753013	Bacteria	Finished	Campylobacter jejuni jejuni 81116	Campylobacter jejuni jejuni 81116	Institute of Food Research	640753013	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	1628115	1681
2524023135	Bacteria	Finished	Facultative Metalreducing Gamma proteobacteria	Shewanella denitrificans OS217	DOE Joint Genome Institute JGI	2524023135	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	4545906	3830
637000354	Bacteria	Finished	Yersinia pestis bv Microtus 91001	Yersinia pestis bv. Microtus 91001	Academy of Military Medical Sciences AMMS, China	637000354	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	4803217	4462
2627853721	Bacteria	Finished	Clostridium pasteurianum DSM 525 = ATCC 6013 Genome sequencing	Clostridium pasteurianum DSM 525 = ATCC 6013	Goettingen Genomics Laboratory	2627853721	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	4352101	4115
2504136006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Desulfobacca acetoxidans ASRB2, DSM 11109	DOE Joint Genome Institute JGI	2504136006	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	3282536	3023
651053045	Bacteria	Finished	Mycoplasma haemofelis Langford 1	Mycoplasma haemofelis Ohio2	Purdue University	651053045	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	1155937	1558
646311947	Bacteria	Finished	Phytopathogenic Enterobacteria	Pectobacterium wasabiae WPP163	DOE Joint Genome Institute JGI	646311947	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	5063892	4717
642555162	Bacteria	Finished	Poplar endophytic bacteria	Stenotrophomonas maltophilia R5513	DOE Joint Genome Institute JGI	642555162	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	4573969	4129
643348538	Bacteria	Finished	Desulfovibrio Sequencing	Desulfovibrio desulfuricans desulfuricans ATCC 27774	DOE Joint Genome Institute JGI	643348538	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	2873437	2443
637000053	Bacteria	Finished	Burkholderia xenovorans LB400	Paraburkholderia xenovorans LB400	DOE Joint Genome Institute JGI	637000053	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	9731138	9053
2645727629	Bacteria	Finished	Desulfovibrio Sequencing	Desulfovibrio vulgaris RCH1	DOE Joint Genome Institute JGI	2645727629	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	3734357	3336
2518645559	Bacteria	Finished	Escherichia coli O104:H4 str. 2009EL2050	Escherichia coli O104:H4 2009EL2050	Los Alamos National Laboratory	2518645559	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	5438174	5304
646311909	Bacteria	Finished	Bacillus subtilis subtilis 168	Bacillus subtilis subtilis 168	Yamaguchi University, ANRT	646311909	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	4215606	4354
2511231188	Bacteria	Finished	Ketogulonicigenium vulgare WSH001	Ketogulonicigenium vulgare WSH001	Tianjin Biochip	2511231188	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	3277101	3125
2563366605	Bacteria	Finished	Acinetobacter baumannii D1279779	Acinetobacter baumannii D1279779	Macquarie University	2563366605	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	3711701	3479
648028004	Bacteria	Finished	Acinetobacter sp. DR1	Acinetobacter oleivorans DR1	ANRT	648028004	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	4152543	3963
646862345	Bacteria	Finished	Streptococcus suis GZ1	Streptococcus suis sv. 2 GZ1	Chinese Center for Disease Control and Prevention	646862345	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2038034	2039
646564507	Bacteria	Finished	Bacillus megaterium DSM 319	Bacillus megaterium DSM 319	University of Maryland School of Medicine	646564507	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	5097447	5248
643348547	Bacteria	Finished	Escherichia coli genome sequencing  Genoscope	Escherichia coli IAI39	CEA Genoscope	643348547	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	5132068	4938
640427130	Bacteria	Finished	Chlorobia, 8 species	Chlorobium phaeovibrioides DSM 265	DOE Joint Genome Institute JGI	640427130	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	1966858	1831
646862321	Bacteria	Finished	Erwinia pyrifoliae DSM 12163	Erwinia pyrifoliae DSM 12163	Agroscope	646862321	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	4072827	4133
648028010	Bacteria	Finished	CSP_787681, Stalked bacteria	Brevundimonas subvibrioides ATCC 15264	DOE Joint Genome Institute JGI	648028010	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	3445263	3393
2630968594	Bacteria	Finished	Paenibacillus genome sequencing  Cornell University	Paenibacillus borealis DSM 13188	Cornell University	2630968594	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	8156808	7079
640753025	Bacteria	Finished	Escherichia coli O9 HS	Escherichia coli sv. O9 HS	J. Craig Venter Institute JCVI	640753025	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	4643538	4628
2623620503	Bacteria	Finished	Comparative genomics of E. coli bovine mastitis and fecal commensal isolates	Escherichia coli MPEC4839	University of Gottingen	2623620503	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	4866885	4577
2599185200	Bacteria	Finished	Variovorax paradoxus TBEA6	Variovorax paradoxus TBEA6 VPARA	Goettingen Genomics Laboratory	2599185200	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	7239013	6892
650377969	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Ruminococcus sp. 18P13	Wellcome Trust Sanger Institute	650377969	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	2573208	2162
640069308	Bacteria	Finished	Clostridioides difficile 630	Clostridioides difficile 630	Wellcome Trust Sanger Institute	640069308	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	4298133	3982
650716058	Bacteria	Finished	Microlunatus phosphovorus NM1	Microlunatus phosphovorus NM1	National Institute of Technology and Evaluation	650716058	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	5683123	5391
637000063	Bacteria	Finished	Chlamydia trachomatis A/HAR13	Chlamydia trachomatis sv. A HAR13	Integrated Genomics	637000063	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	1051969	965
2545824788	Bacteria	Finished	Legionella oakridgensis ATCC 33761	Legionella oakridgensis ATCC 33761	University of Gottingen	2545824788	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	2773209	2990
2684623095	Bacteria	Finished	Bacillus cereus genome sequencing project  LANL	Bacillus cereus ATCC 4342 Genome sequencing	Los Alamos National Laboratory	2684623095	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	5306298	5484
2554235334	Bacteria	Finished	Analysis of Chlamydia trachomatis strains,Oregon State Univ	Chlamydia trachomatis RCJ966	Oregon State University	2554235334	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	1038839	969
641228504	Bacteria	Finished	Marine Actinomycetes	Salinispora arenicola CNS205	DOE Joint Genome Institute JGI	641228504	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	5786361	5169
2521172688	Bacteria	Finished	Lactobacillus helveticus R0052	Lactobacillus helveticus R0052	Institut Rosell Inc	2521172688	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	2129206	2084
2513237251	Bacteria	Finished	Escherichia coli Xuzhou21	Escherichia coli Xuzhou21	Chinese Center for Disease Control and Prevention	2513237251	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	5516736	5298
637000143	Bacteria	Finished	Lactobacillus salivarius salivarius UCC118	Lactobacillus salivarius salivarius UCC118	University College Cork	637000143	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	2133977	2196
2597490165	Bacteria	Finished	The complete genome sequence of Bacillus anthracis str.Han	Bacillus anthracis Han	Beijing Institute of Microbiology and Epidemiology	2597490165	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	5225433	5892
646564537	Bacteria	Finished	Helicobacter mustelae ATCC 43772	Helicobacter mustelae ATCC 43772	Wellcome Trust Sanger Institute	646564537	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	1578097	1444
646311938	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Kribbella flavida IFO 14399, DSM 17836	DOE Joint Genome Institute JGI	646311938	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	7579488	7149
637000335	Bacteria	Finished	Vibrio parahaemolyticus RIMD 2210633	Vibrio parahaemolyticus sv. O3:K6 RIMD 2210633	RIKEN	637000335	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	5165770	5032
2636415675	Bacteria	Finished	Complete Genome sequencing and assembly of Yersinia strains for phylogenetic analysis and development of detection assays	Yersinia enterocolitica 8081	Los Alamos National Laboratory	2636415675	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	4683386	4449
648028023	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Desulfarculus baarsii 2st14, DSM 2075	DOE Joint Genome Institute JGI	648028023	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	3655731	3355
646564520	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Cellulomonas flavigena 134, DSM 20109	DOE Joint Genome Institute JGI	646564520	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	4123179	3783
651053078	Bacteria	Finished	Vibrio cholerae LMA38944	Vibrio cholerae LMA38944	Rede Paraense de Genomica e Proteomica	651053078	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	3738715	3270
2558860210	Bacteria	Finished	Zymomonas mobilis mobilis CP4	Zymomonas mobilis mobilis CP4	Peking Union Medical College	2558860210	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	2147181	1890
637000203	Bacteria	Finished	Pasteurella multocida multocida Pm70	Pasteurella multocida multocida sv. 3 Pm70	University of Minnesota	637000203	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	2257487	2102
644736398	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Pedobacter heparinus HIM 7623, DSM 2366	DOE Joint Genome Institute JGI	644736398	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	5167383	4339
2511231151	Bacteria	Finished	Actinoplanes sp. SE50/110	Actinoplanes sp. SE50/110	Bielefeld University	2511231151	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	9239851	8362
650377970	Bacteria	Finished	Human Microbiome Project HMP Reference Genomes	Ruminococcus torques L214	Wellcome Trust Sanger Institute	650377970	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	3341681	2848
2511231111	Bacteria	Finished	Pangenomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae PW8	Bielefeld University	2511231111	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	2530683	2390
637000346	Bacteria	Finished	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonas oryzae pv. oryzae KACC10331	Macrogen	637000346	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	4941439	4300
642555144	Bacteria	Finished	Nostoc punctiforme ATCC 29133	Nostoc punctiforme PCC 73102	DOE Joint Genome Institute JGI	642555144	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	9059191	6791
640427144	Bacteria	Finished	Sphingomonas wittichii RW1	Sphingomonas wittichii RW1	DOE Joint Genome Institute JGI	640427144	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	5915246	5463
644736327	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Atopobium parvulum IPP 1246, DSM 20469	DOE Joint Genome Institute JGI	644736327	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	1543805	1422
2576861420	Bacteria	Finished	Bradyrhizobium japonicum SEMIA 5079	Bradyrhizobium japonicum SEMIA 5079	EMBRAPA	2576861420	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	9583027	8705
637000111	Bacteria	Finished	Francisella tularensis holarctica LVS	Francisella tularensis holarctica LVS	Centers for Disease Control and Prevention CDC, USA	637000111	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	1895994	2019
637000244	Bacteria	Finished	Rickettsia felis URRWXCal2	Rickettsia felis URRWXCal2	Centre National de la Recherche Scientifique CNRS	637000244	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	1587240	1552
2634166441	Bacteria	Finished	Corynebacterium pseudotuberculosis strain:VD57 Genome sequencing	Corynebacterium pseudotuberculosis VD57	Federal University of Minas Gerais	2634166441	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	2337177	2180
2721755686	Bacteria	Finished	Mesorhizobium amorphae CCNWGS0123 Genome sequencing	Mesorhizobium amorphae CCNWGS0123	State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau	2721755686	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	7343952	7030
637000258	Bacteria	Finished	Shewanella oneidensis MR1	Shewanella oneidensis MR1	J. Craig Venter Institute JCVI	637000258	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	5131416	4657
2511231065	Bacteria	Finished	Pseudovibrio sp. FOBEG1	Pseudovibrio sp. FOBEG1	Max Planck Institute	2511231065	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	5916782	5555
648231719	Bacteria	Finished	Xylella fastidiosa fastidiosa GB514	Xylella fastidiosa fastidiosa GB514	University of Texas, Houston	648231719	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	2517383	2271
646564538	Bacteria	Finished	Klebsiella pneumoniae NTUHK2044	Klebsiella pneumoniae NTUHK2044	National Yang Ming University	646564538	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	5472672	5385
644736389	Bacteria	Finished	CSP_300136_795817	Methylovorus glucosetrophus SIP34	DOE Joint Genome Institute JGI	644736389	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	3082007	2976
650716093	Bacteria	Finished	Streptococcus suis ST3	Streptococcus suis sv. 3 ST3	Huazhong Agricultural University	650716093	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2028815	2018
641522624	Bacteria	Finished	Escherichia coli SECEC SMS35	Escherichia coli SECEC SMS35	J. Craig Venter Institute JCVI	641522624	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	5215377	5025
650377901	Bacteria	Finished	Acinetobacter baumannii 16562	Acinetobacter baumannii 16562	Geno Technology Inc., Kyungpook National University	650377901	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	4023106	3913
644736382	Bacteria	Finished	Lactobacillus rhamnosus GG	Lactobacillus rhamnosus GG	University of Helsinki	644736382	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	3010111	3016
2505679007	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea GEBA	Muricauda ruestringensis B1, DSM 13258	DOE Joint Genome Institute JGI	2505679007	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	3842422	3525
648028009	Bacteria	Finished	Brachyspira pilosicoli 95/1000	Brachyspira pilosicoli 95/1000	Murdoch University	648028009	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	2586443	2335
637000092	Bacteria	Finished	Deinococcus radiodurans ATCC BAA816	Deinococcus radiodurans ATCC BAA816	J. Craig Venter Institute JCVI	637000092	DeinococcusThermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	3284156	3249
646564542	Bacteria	Finished	Legionella pneumophila 2300/99 Alcoy	Legionella pneumophila sv. 1 2300/99 Alcoy	University of Valencia	646564542	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	3516334	3242
